id,name,categories,latitude,longitude,address,zip_code,price,rating,review_count,url
YmrTE3k7eIUCrUPi18MeMQ,Schaller's Stube Sausage Bar,"['german', 'foodtrucks']",30.26548,-97.74405,102 1/2 W 3rd St,78701,,4.5,21,https://www.yelp.com/biz/schallers-stube-sausage-bar-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
yV01eojIM0Om-LxJVnusMQ,Jewhungry?,"['foodtrucks', 'delis', 'kosher']",30.22565,-97.76274,3808 South Congress Ave,78704,$,5,6,https://www.yelp.com/biz/jewhungry-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
vLKgesyq-yEfpzeAFgPorQ,The Picnic,['foodtrucks'],30.26365337,-97.76316732,1720 Barton Springs Rd,78704,$$,4.5,80,https://www.yelp.com/biz/the-picnic-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
6A8smdPYPc1u5pP1ATZQug,Dolce Bacio Gelato,"['desserts', 'gelato', 'foodtrucks']",30.26315,-97.72591,1606 E 6th St,78702,,5,10,https://www.yelp.com/biz/dolce-bacio-gelato-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
OorxaXtp3JtnkyBQ27TXjg,Pastelaria São Paulo,"['foodtrucks', 'brazilian']",30.24441,-97.75808,603 W Live Oak St,78704,,5,20,https://www.yelp.com/biz/pastelaria-s%C3%A3o-paulo-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
0m9yum2bqMCQtxbHuQbQFw,DEE DEE,"['thai', 'foodtrucks']",30.25901,-97.71445,2500 E 6th St,78702,$$,4.5,304,https://www.yelp.com/biz/dee-dee-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
WcM37VLxPGjpGVFT_HYOFQ,Basin Handcrafted,"['juicebars', 'breakfast_brunch', 'foodtrucks']",30.255323,-97.720232,2207 E Cesar Chavez St,78702,,5,9,https://www.yelp.com/biz/basin-handcrafted-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
YQzVeMnf53DK2CO_sc9DBg,Casita Boriqua,"['puertorican', 'foodtrucks']",30.25535,-97.72023,2207 E Cesar Chavez St,78702,,5,7,https://www.yelp.com/biz/casita-boriqua-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
iCpyXPsePXB_UqT4_hVqBg,The Big Kahuna,"['foodtrucks', 'hawaiian', 'poke']",30.321166,-97.739538,5000 Burnet Rd,78756,$,4.5,395,https://www.yelp.com/biz/the-big-kahuna-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
xwHhz09uHHTuxJiuRbaS6Q,Boteco,"['foodtrucks', 'brazilian', 'latin']",30.2641113,-97.7301493,1209 E 6th St,78702,$$,5,346,https://www.yelp.com/biz/boteco-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
iTTTWoP-RQ2p4olt5fFqdA,Alegria Aguas Frescas,"['juicebars', 'foodtrucks']",30.22599,-97.76942,525 W Ben White Blvd,78704,,5,2,https://www.yelp.com/biz/alegria-aguas-frescas-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
OScONrhDohwUodq_Y5Mw2g,Ducrés,"['foodtrucks', 'cajun']",30.26676554,-97.73618717,617 E 7th St,78701,,5,3,https://www.yelp.com/biz/ducr%C3%A9s-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
8FU8soDb92RmOLUmPVzQ9g,Blenders and Bowls - Guadalupe,"['acaibowls', 'foodtrucks']",30.30145,-97.73928,3500 B Guadalupe St,78705,$$,4.5,19,https://www.yelp.com/biz/blenders-and-bowls-guadalupe-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
J3xfooD9xJS2iIcCGAnCCA,Gourdough's,"['donuts', 'foodtrucks']",30.320838,-97.739424,5000 Burnet Rd,78756,$,4.5,3061,https://www.yelp.com/biz/gourdoughs-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
0lgGW93HYeVqrTTx9d3gUA,Chi'Lantro,"['korean', 'foodtrucks', 'bbq']",30.27063456,-97.74154206,823 Congress Ave,78701,$,4,707,https://www.yelp.com/biz/chilantro-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
wRMFreMjQsE3wpcxu4AlkQ,Tito Adobo,"['foodtrucks', 'filipino']",30.25535,-97.72023,2207 East Cesar Chavez,78702,$,5,39,https://www.yelp.com/biz/tito-adobo-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
K9cNZfraQJ_kOfRZqIWJqQ,Taco Rob,"['tacos', 'foodtrucks']",30.26466,-97.7634,412 Sterzing St,78704,,5,2,https://www.yelp.com/biz/taco-rob-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
AMAMsOl7EboFl1eiGtXglw,Rock House Bar & Trailer Park,['foodtrucks'],30.40256651,-97.8550625,6900 Ranch Rd 620 N,78732,,4.5,12,https://www.yelp.com/biz/rock-house-bar-and-trailer-park-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
M39ntxmCL5hzfqkPN1BEcQ,Antojitos Guatemala,"['foodtrucks', 'tacos']",30.2576828,-97.72705078,1621 E Cesar Chavez St,78702,,5,5,https://www.yelp.com/biz/antojitos-guatemala-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
y4tAMaI_ARbhauoO4vbWJg,Garbo's Lobster Truck,['foodtrucks'],30.44588196,-97.68619443,14735 Bratton Ln,78728,$$,4,259,https://www.yelp.com/biz/garbos-lobster-truck-austin-5?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
hQrDB_W5QbVk3JSOfmwzJg,Pupuseria 503 Y Mas,"['salvadoran', 'foodtrucks']",30.33715,-97.71994,808 Justin Ln,78757,,5,6,https://www.yelp.com/biz/pupuseria-503-y-mas-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
SWZfJW-uvBLJsKl5GEzLhQ,Groovy Sno-n-Coffee,"['shavedice', 'coffee', 'foodtrucks']",30.24257,-97.75869,2313 S 1st St,78704,,5,5,https://www.yelp.com/biz/groovy-sno-n-coffee-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
jmmzYxurOoA_K_RtanzQow,Paperboy,"['foodtrucks', 'breakfast_brunch']",30.26845564,-97.72753954,1203 E 11th St,78702,$,4.5,351,https://www.yelp.com/biz/paperboy-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
F5UHUlaSOEmXVCMFeQNcZQ,Korean Komfort,"['foodtrucks', 'korean']",30.30093,-97.73895,3423 Guadalupe St,78705,$,4,130,https://www.yelp.com/biz/korean-komfort-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
p3B6eJbEC4JIbsBlJy9sjw,Sazon Catracho,"['foodtrucks', 'honduran']",30.21841328,-97.76535473,4329 S Congress Ave,78745,,5,3,https://www.yelp.com/biz/sazon-catracho-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
ISDCL5Z2t3f8UC2a-oU3sg,Curcuma,['foodtrucks'],30.255323,-97.720232,2207 E Cesar Chavez St,78702,$$,4.5,52,https://www.yelp.com/biz/curcuma-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
8Dga4I-cMTIsQtM2-5hT6A,Tumble 22,['foodtrucks'],30.2699515,-97.7485375,600 W 6th St,78701,$,4.5,200,https://www.yelp.com/biz/tumble-22-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
pHHJoT4MVQugUQqO1bDnWg,Veracruz All Natural,"['foodtrucks', 'tacos']",30.2966595,-97.70782214,4209 Airport Blvd,78722,,4,1,https://www.yelp.com/biz/veracruz-all-natural-austin-13?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
3AGDyk6AdnCAxY8Am2XqAw,Golden Tiger,"['foodtrucks', 'comfortfood', 'sandwiches']",30.26037,-97.73848,90 Rainey St,78701,,5,23,https://www.yelp.com/biz/golden-tiger-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
n7qBU0UHM5wdaZU59AGU7g,Monk's Momo,"['foodtrucks', 'himalayan']",30.2584,-97.73859,75 Rainey St,78701,$,4.5,18,https://www.yelp.com/biz/monks-momo-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
WU405iLje8cPyYwL1BFfeg,Abo Youssef,"['mediterranean', 'foodtrucks']",30.283955,-97.719837,2101 Manor Rd,78722,$,4.5,335,https://www.yelp.com/biz/abo-youssef-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
T75xVfaKzMF1HDWhkc2Ndw,Hot Mess,"['foodtrucks', 'bbq', 'burgers']",30.26212,-97.72452,1701 E 6th St,78702,$,4.5,102,https://www.yelp.com/biz/hot-mess-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
kJCTyUI0zT8rqv3qaxYuiA,Tacos El Charly,"['foodtrucks', 'tacos']",30.3618917,-97.6978606,9306 N Lamar Blvd,78753,,4,3,https://www.yelp.com/biz/tacos-el-charly-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
AB2u0pP9U4Y1WfmKG4peJQ,Parisian Crepes,"['creperies', 'foodtrucks', 'shavedice']",30.22090195,-97.82656755,6218 Brodie Ln,78745,$,5,34,https://www.yelp.com/biz/parisian-crepes-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
Z2i3xGhaf3mQ1TrWAhlvFg,Dave's Tacos,"['tacos', 'foodtrucks']",30.15364,-97.83376,11444 Manchaca Rd,78748,,5,8,https://www.yelp.com/biz/daves-tacos-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
5OAi35OianJzCnIsL8aOFQ,Veracruz All Natural,"['foodtrucks', 'mexican']",30.25793,-97.72603,1704 E Cesar Chavez St,78702,$,4.5,631,https://www.yelp.com/biz/veracruz-all-natural-austin-6?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
wB1qckz9iC0aq5XuWRmCIA,Jewboy Burgers,"['foodtrucks', 'burgers']",30.32127043,-97.73948009,5000 Burnet,78756,$$,5,158,https://www.yelp.com/biz/jewboy-burgers-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
kqeblz37dvpiwy7-l9VfXA,Ceviche7,"['peruvian', 'foodtrucks', 'sandwiches']",30.29634,-97.74139,502 W 30th St,78705,$,5,218,https://www.yelp.com/biz/ceviche7-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
2SbmgX5eHK4EMaIJmO1qbw,Song La,"['foodtrucks', 'taiwanese']",30.286232,-97.742502,411 W 23rd St,78705,$,4.5,116,https://www.yelp.com/biz/song-la-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
DxPyYqvyatW9Eg1v7-hn8w,The Happy Lobster Truck,"['seafood', 'foodtrucks']",30.27072906,-97.7432251,,78701,$$,4.5,59,https://www.yelp.com/biz/the-happy-lobster-truck-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
04cH5lpbd8rnpnA7DSn91A,Whitfield's BBQ,"['foodtrucks', 'bbq']",30.19387,-97.84268,9001 Brodie Ln,78748,,4.5,36,https://www.yelp.com/biz/whitfields-bbq-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
QjyayEDmjg96su-eIflgLw,Brendas All Natural,"['foodtrucks', 'mexican']",30.25168595,-97.70294868,3613 E Cesar Chavez St,78702,,5,2,https://www.yelp.com/biz/brendas-all-natural-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
MM8QXW6JjW_tqxki0NnlXQ,Luke's Inside Out,"['sandwiches', 'foodtrucks', 'breakfast_brunch']",30.25502,-97.76177,1109 S Lamar Blvd,78704,$$,4.5,297,https://www.yelp.com/biz/lukes-inside-out-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
7SblTRJY2unu553HwbC2qA,Glory Hole Hot Dogs,"['hotdog', 'foodtrucks']",30.25922,-97.73889,80 Rainey St,78701,,4.5,35,https://www.yelp.com/biz/glory-hole-hot-dogs-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
quYKDW8nqdrCiO73W3N2zA,SAvery,['foodtrucks'],30.38288399,-97.74365172,,78759,$$,4,34,https://www.yelp.com/biz/savery-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
lkAE1w_IGWy8szpUtKXSdA,Chef Hong Food Trailer,"['chinese', 'foodtrucks']",30.28793,-97.74731,907 W 24th St,78705,,5,14,https://www.yelp.com/biz/chef-hong-food-trailer-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
IdqmhiOnjXuggfrR38CyDg,Hawai'i Nei cafe,"['hawaiian', 'poke', 'foodtrucks']",30.261,-97.75736,1210 Barton Springs Rd,78704,,5,2,https://www.yelp.com/biz/hawaii-nei-cafe-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
EPkf96UcG2W3ttlQphWUGQ,la Barbecue,"['bbq', 'foodtrucks', 'sandwiches']",30.2561254,-97.7223386,2027 E Cesar Chavez St,78702,$$,4.5,1860,https://www.yelp.com/biz/la-barbecue-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
McYWJIorYqqwtvWmM3CdLA,5000 Burnet,['foodtrucks'],30.32118,-97.7395,5000 Burnet Rd,78756,$,4,13,https://www.yelp.com/biz/5000-burnet-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
xcFRb6yKlvWQnswYlkFgtQ,Kimchi Jon's,"['korean', 'foodtrucks']",30.2620446,-97.7245698,1701 E 6th St,78702,,5,2,https://www.yelp.com/biz/kimchi-jons-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
XOBPdBAcsFmlogRZA1g8Zg,El Fogón de Geña,"['foodtrucks', 'puertorican']",30.42538153,-97.67185975,1307 S Ih 35 West Howard Ln,78753,$,4.5,19,https://www.yelp.com/biz/el-fog%C3%B3n-de-ge%C3%B1a-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
Oc3yk8qaC8U3XR2eQE1m_A,Four Brothers,"['foodtrucks', 'venezuelan']",30.2641,-97.76237,1720 Barton Springs Rd,78704,$,4.5,110,https://www.yelp.com/biz/four-brothers-austin-9?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
puse310xumoKI0WMHNXnRA,T-Loc's Sonora Hot Dogs,"['hotdog', 'foodtrucks', 'tacos']",30.3211689,-97.7395055,5000 Burnet Rd,78756,$,5,324,https://www.yelp.com/biz/t-locs-sonora-hot-dogs-austin-4?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
OVN4MtGEy_H37kXOvcRmRg,Belly Up,"['foodtrucks', 'salad', 'sandwiches']",30.2608476,-97.7382623,96 Rainy St,78701,$,4.5,66,https://www.yelp.com/biz/belly-up-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
PwhHWY_spQxb1vGsjGhjbA,All My Ex's,"['foodtrucks', 'sandwiches', 'newamerican']",30.29154,-97.74146,2610 Guadalupe St,78705,$,5,11,https://www.yelp.com/biz/all-my-exs-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
rFxbs-NdlmIbHlbfowC-PQ,Insennity,"['foodtrucks', 'chinese', 'creperies']",30.2861986,-97.7425615,411 W 23rd St,78705,,5,21,https://www.yelp.com/biz/insennity-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
m1GkW7EAalwPr2MVC1zL7g,Kings Tacos,"['foodtrucks', 'tacos']",30.21857474,-97.76595639,4329 South Congresss,78745,$,4.5,4,https://www.yelp.com/biz/kings-tacos-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
Jwxy5QVBtKnDZ7ks6GwFBg,Louie's,"['foodtrucks', 'bbq']",30.218606,-97.76579,4329 South Congress Ave,78745,$,5,35,https://www.yelp.com/biz/louies-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
Qt92iz7b_3v_0BDGT0TLSA,Churro Co,"['desserts', 'foodtrucks']",30.24602,-97.75695,1906 South 1st St,78704,$,4.5,272,https://www.yelp.com/biz/churro-co-austin-6?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
qzvOcD8ft4f4yriejX8Zvw,Chi-Chi's Food Truck,"['foodtrucks', 'hotdogs', 'burgers']",30.26116125,-97.71376524,2410 E 7th St,78702,$$,5,15,https://www.yelp.com/biz/chi-chis-food-truck-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
JhrmKjOy9ZrJGhtrzeGIjg,Winston's Kitchen,"['caribbean', 'foodtrucks']",30.21861,-97.76579,4329 S Congress Ave,78745,,5,13,https://www.yelp.com/biz/winstons-kitchen-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
hT8ihPNLAasb5RIkUVcW0w,East Side King,"['asianfusion', 'foodtrucks']",30.2626674,-97.7251338,1618 1/2 E 6th S,78702,$,4,523,https://www.yelp.com/biz/east-side-king-austin-15?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
t3xTfY5ABj6FJWtRYKtwpw,Espadas de Brazil,"['brazilian', 'foodtrucks', 'sandwiches']",30.29051,-97.74464,2512 Rio Grande St,78705,$$,5,34,https://www.yelp.com/biz/espadas-de-brazil-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
X5gSjjYP4bgIUHTIVzOt1A,Sabor Tapatio,"['foodtrucks', 'tacos']",30.20461,-97.77531,5604 S Congress Ave,78745,$,5,14,https://www.yelp.com/biz/sabor-tapatio-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
SIIzjxEP8-SMxVQPp8qPBQ,The Peached Tortilla,"['asianfusion', 'foodtrucks']",30.32521248,-97.73834229,,78756,$,4,274,https://www.yelp.com/biz/the-peached-tortilla-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
RvJzNNcQNimyeBmmOLSSJQ,Madras Dhaba,"['indpak', 'foodtrucks']",30.38983,-97.89069,4610 Ranch Rd 620 N,78732,$,4.5,54,https://www.yelp.com/biz/madras-dhaba-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
7SoyMCOiM2hiAJ_RRzIJSA,Top Taco,"['foodtrucks', 'catering', 'tacos']",30.4438093,-97.8324636,10505 Ranch Rd 620 N,78726,$,5,104,https://www.yelp.com/biz/top-taco-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
TqIa65mfKcbZA-a_Q2TJjA,Pizza On Point,"['pizza', 'foodtrucks']",30.286232,-97.742502,411 W 23rd St,78705,$,4.5,17,https://www.yelp.com/biz/pizza-on-point-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
tZfQ_H2Gx96pLhMvNcUMOw,Artessano,"['colombian', 'foodtrucks', 'juicebars']",30.26392555,-97.72989655,1211 E 6th St,78702,$,4.5,67,https://www.yelp.com/biz/artessano-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
tmnixyBFB5eQn0U4jewZMw,Isot house Vegan Food,['foodtrucks'],30.2572,-97.7465,343 S Congress Ave,78704,,5,2,https://www.yelp.com/biz/isot-house-vegan-food-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
OZgWsP7363rzGUad1c9HHw,The B's Kitchen -Vietnamese & Asian Cuisine,"['vietnamese', 'foodtrucks', 'asianfusion']",30.32126238,-97.73990453,5000 Burnet Rd,78756,$,5,75,https://www.yelp.com/biz/the-bs-kitchen-vietnamese-and-asian-cuisine-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw
